index,merchant_name,merchant_address,brand_name,category,store_address,lat,long,dist,city
90,B59 COFFEE,"370  Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",B59 Coffee,coffee chains and milk tea,"370 Thái Hà, P.Trung Liệt, Q.Đống Đa",21.01476,105.81798,Quận Đống Đa,Hà Nội
91,B59 COFFEE,"370  Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",B59 Coffee,coffee chains and milk tea,"59 Khương Trung, P.Khương Đình, Q.Thanh Xuân",20.9964851,105.81367,Quận Thanh Xuân,Hà Nội
92,HỘ KINH DOANH BA LÁ TRÀ,"74 Nguyễn Cơ Thạch, Phường An Lợi Đông, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",Ba Lá Trà,coffee chains and milk tea,"515A Nguyễn Tri Phương, P.8, Q.10",10.76594,106.66751,Quận 10,Hồ Chí Minh
93,HỘ KINH DOANH BA LÁ TRÀ,"74 Nguyễn Cơ Thạch, Phường An Lợi Đông, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",Ba Lá Trà,coffee chains and milk tea,"67 Trường Sơn, P.10, Q.Tân Bình",10.81077,106.66479,Quận Tân Bình,Hồ Chí Minh
94,HỘ KINH DOANH BA LÁ TRÀ,"74 Nguyễn Cơ Thạch, Phường An Lợi Đông, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",Ba Lá Trà,coffee chains and milk tea,"74 Nguyễn Cơ Thạch, P.An Lợi Đông, Q.2",10.76711,106.726,Quận 2,Hồ Chí Minh
95,CÔNG TY TNHH NÔNG NGHIỆP HÒN ĐẤT ,"11 Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Bác Tôm,food store,"11 Hoàng Văn Thái, P.Khương Mai, Q.Thanh Xuân",20.99692,105.8291,Quận Thanh Xuân,Hà Nội
96,CÔNG TY TNHH NÔNG NGHIỆP HÒN ĐẤT ,"11 Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Bác Tôm,food store,"112 Sơn Tây, P.Kim Mã, Q.Ba Đình",21.03274,105.82995,Quận Ba Đình,Hà Nội
97,CÔNG TY TNHH NÔNG NGHIỆP HÒN ĐẤT ,"11 Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội, VIỆT NAM",Bác Tôm,food store,"190 Lò Đúc, Đống Mác, Hai Bà Trưng",21.01112,105.85962,Quận Hai Bà Trưng,Hà Nội
98,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"Tầng 4, Số 2 Hải Triều",10.77217,106.70534,Quận 1,Hồ Chí Minh
99,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"126 Hùng Vương, P.12, Q.5",10.7642667,106.6796311,Quận 5,Hồ Chí Minh
100,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"1 Số 17A, P.Bình Trị Đông B, Q.Bình Tân",10.74342,106.6114,Quận Bình Tân,Hồ Chí Minh
101,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"1 Đại Lộ Bình Dương, P.Thuận Giao, Thị Xã Thuận An",10.91711,106.7133,Thị Trấn Lái Thiêu,Thị Xã Thuận An
102,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"27 Cổ Linh, P.Long Biên, Q.Long Biên",21.026379,105.8982468,Quận Long Biên,Hà Nội
103,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"30 Bờ Bao Tân Thắng, P.Sơn Kỳ, Q.Tân Phú",10.80659,106.62176,Quận Tân Phú,Hồ Chí Minh
104,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"101 Tôn Dật Tiên, P.Tân Phú, Q.7",10.72745,106.7194,Quận 7,Hồ Chí Minh
105,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"34 Lê Duẩn, P.Bến Nghé, Q.1",10.78054,106.69872,Quận 1,Hồ Chí Minh
106,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"242 Nguyễn Văn Lượng, P.10, Q.Gò Vấp",10.83862,106.67187,Quận Gò Vấp,Hồ Chí Minh
107,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"161 Xa Lộ Hà Nội, P.Thảo Điền, Q.2",10.80204,106.7411,Quận 2,Hồ Chí Minh
108,CÔNG TY CỔ PHẦN THƯƠNG MẠI HI-FOODS,"394  Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",Bamboo Dimsum,restaurant,"P.8, TP. Vũng Tàu, Bà Rịa",10.35851,107.09279,Phường 8,Vũng Tàu
109,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"232 Xã Đàn, P.Phương Liên, Q.Đống Đa",21.0120233,105.83638,Quận Đống Đa,Hà Nội
110,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"88B Trần Hưng Đạo, P.Cửa Nam, Q.Hoàn Kiếm",21.02342,105.84395,Quận Hoàn Kiếm,Hà Nội
111,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"122 Vũ Trọng Phụng, P.Thanh Xuân Trung, Q.Thanh Xuân",21.00129,105.80697,Quận Thanh Xuân,Hà Nội
112,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"128 Giảng Võ, P.Kim Mã, Q.Ba Đình",21.02937,105.8269,Quận Ba Đình,Hà Nội
113,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"135 Trần Đăng Ninh, P.Dịch Vọng, Q.Cầu Giấy",21.03124,105.79135,Quận Cầu Giấy,Hà Nội
114,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"189 Tây Sơn, P.Trung Liệt, Q.Đống Đa",21.00874,105.82431,Quận Đống Đa,Hà Nội
115,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"208 Hoàng Quốc Việt, P.Mai Dịch, Q.Cầu Giấy",21.04627,105.78831,Quận Cầu Giấy,Hà Nội
116,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"209 Nguyễn Văn Cừ, P.Ngọc Lâm, Q.Long Biên",21.0441,105.87254,Quận Long Biên,Hà Nội
117,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"330 Nguyễn Trãi, P.Thanh Xuân Trung, Q.Thanh Xuân",20.99611,105.80945,Quận Thanh Xuân,Hà Nội
118,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"36 Duy Tân, P.Dịch Vọng, Q.Cầu Giấy",21.03065,105.78517,Quận Cầu Giấy,Hà Nội
119,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"526 Trần Khát Chân, P.Thanh Nhàn, Q.Hai Bà Trưng",21.00863,105.85157,Quận Hai Bà Trưng,Hà Nội
120,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"6 Nguyễn Thị Định, P.Khương Đình, Q.Thanh Xuân",20.99779,105.8135,Quận Thanh Xuân,Hà Nội
121,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"82A Chùa Láng, P.Trung Liệt, Q.Đống Đa",21.02344,105.80622,Quận Đống Đa,Hà Nội
122,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"98 Hàng Bạc, P.Đồng Xuân, Q.Hoàn Kiếm",21.03404,105.8515,Quận Hoàn Kiếm,Hà Nội
123,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"107 Láng Hạ, P.Láng Hạ, Q.Đống Đa",21.01279,105.81257,Quận Đống Đa,Hà Nội
124,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI BAMI BREAD,"38, Ngách 23, Ngõ 1197 Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM",Bami Bread,bakery,"7 Tố Hữu, P.Nhân Chính, Q.Thanh Xuân",20.99877,105.7961,Quận Thanh Xuân,Hà Nội
125,HỘ KINH DOANH BÂNG KHUÂNG CÀ PHÊ,"Lầu 2 số 09 Thái Văn Lung, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Bâng Khuâng Cà Phê,coffee chains and milk tea,"9 Thái Văn Lung, P.Bến Nghé, Q.1",10.77876,106.70521,Quận 1,Hồ Chí Minh
126,BÁNH CANH CUA NGỌC TRINH,"865 Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",Bánh Canh Cua Ngọc Trinh,restaurant,"865 Trần Xuân Soạn, P.Tân Hưng, Q.7",10.7517,106.69663,Quận 7,Hồ Chí Minh
127,BÁNH CUỐN 77 ĐẶNG VĂN NGỮ,"77 Đặng Văn Ngữ, P.Trung Tự, Quận Đống Đa, Hà Nội",Bánh Cuốn 77 Đặng Văn Ngữ,restaurant,"77 Đặng Văn Ngữ, P.Trung Tự, Q.Đống Đa",21.01075,105.83075,Quận Đống Đa,Hà Nội
128,BÁNH CUỐN TÂY SƠN,"44 Trương Công Định, P.14, Tân Bình, TP.HCM",Bánh Cuốn Tây Sơn,restaurant,"44 Trương Công Định, P.14, Q.Tân Bình",10.79729,106.64138,Quận Tân Bình,Hồ Chí Minh
129,BÁNH KẾP VIET CREPE 1,"1 Tràng Thi, P.Hàng Bông, Quận Hoàn Kiếm, Hà Nội",Bánh Kếp Viet Crepe 1,bakery,"1 Tràng Thi, P.Hàng Bông, Q.Hoàn Kiếm",21.02598,105.8516,Quận Hoàn Kiếm,Hà Nội
130,BÁNH MÌ THỔ NHĨ KÌ - THÀNH THÁI,"7/27 Thành Thái, P.14, Q.10, TP.HCM",Bánh Mì Thổ Nhĩ Kì - Thành Thái,bakery,"7/27 Thành Thái, P.14, Q.10",10.76953,106.66628,Quận 10,Hồ Chí Minh
131,BÁNH MỲ ÁNH TUYẾT,"Số 89 Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Bánh Mỳ Ánh Tuyết,bakery,"89 Chùa Láng, P.Láng Thượng, Q.Đống Đa",21.0235,105.80597,Quận Đống Đa,Hà Nội
132,BÁNH MỲ DONER TRÀNG AN,"65 Thành, P.Cửa Đông, Quận Hoàn Kiếm, Hà Nội",Bánh Mỳ Doner Tràng An,bakery,"65 Thành, P.Cửa Đông, Q.Hoàn Kiếm",21.03486,105.84502,Quận Hoàn Kiếm,Hà Nội
133,BÁNH MỲ NGON,"122/1194 Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Bánh Mỳ Ngon,bakery,"122/1194 Láng, P.Láng Thượng, Q.Đống Đa",21.02764,105.79981,Quận Đống Đa,Hà Nội
134,BÁNH MỲ ZÒN,"22 Cửa Bắc, Phường Trúc Bạch, Quận Ba Đình, Hà Nội, VIỆT NAM",Bánh Mỳ Zòn,bakery,"22 Cửa Bắc, P.Đồng Xuân, Q.Hoàn Kiếm",21.03796,105.84887,Quận Hoàn Kiếm,Hà Nội
135,HỘ KINH DOANH BÁNH SU QUE ,"03 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Bánh Su Que,bakery,"3 Nguyễn Hữu Cầu, P.Tân Định, Q.1",10.79172,106.6915,Quận 1,Hồ Chí Minh
136,HỘ KINH DOANH BÁNH SU QUE ,"03 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Bánh Su Que,bakery,"601 Nguyễn Thị Thập, P.Tân Phong, Q.7",10.73988,106.70372,Quận 7,Hồ Chí Minh
137,HỘ KINH DOANH BÁNH SU QUE ,"03 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Bánh Su Que,bakery,"89 Nguyễn Thông, P.9, Q.3",10.7807,106.67999,Quận 3,Hồ Chí Minh
138,BÁNH XẾP HONG KONG,"193 Sư Vạn Hạnh, P.9, Q.10, TP.HCM",Bánh Xếp Hong Kong,bakery,"193 Sư Vạn Hạnh, P.9, Q.10",10.76497,106.6722,Quận 10,Hồ Chí Minh
139,BANYAN TEA,"117 Trâu Quỳ, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội, VIỆT NAM",Banyan Tea,coffee chains and milk tea,"Phù Đổng 2 Phù Đổng, Xã Bát Tràng, Huyện Gia Lâm",20.9796,105.91597,Xã Bát Tràng,Huyện Gia Lâm
140,BANYAN TEA,"117 Trâu Quỳ, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội, VIỆT NAM",Banyan Tea,coffee chains and milk tea,"117 Trâu Quỳ, Thị trấn Trâu Quỳ, Huyện Gia Lâm",21.02096,105.93821,Thị Trấn Trâu Quỳ,Huyện Gia Lâm
141,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"191 Bà Triệu, P.Lê Đại Hành, Q.Hai Bà Trưng",21.01173,105.84914,Quận Hai Bà Trưng,Hà Nội
142,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"74 Bạch Đằng, P.Hải Châu 1, Q.Hải Châu",16.0699411,108.2251,Quận Hải Châu,Đà Nẵng
143,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"222 Nguyễn Duy Hưng, P.Trung Hòa, Q.Cầu Giấy",21.00736,105.79505,Quận Cầu Giấy,Hà Nội
144,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"32 Bùi Viện, P.Phạm Ngũ Lão, Q.1",10.7677,106.69464,Quận 1,Hồ Chí Minh
145,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"62 Chu Văn An, P.Phú Hội, TP. Huế",16.4685714,107.5963895,Phường Phú Hội,Huế
146,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"105 Tôn Dật Tiên, P. Tân Phú, Q.7",10.72721,106.71976,Quận 7,Hồ Chí Minh
147,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"75 Đồng Đen, P.12, Q.Tân Bình",10.79352,106.64467,Quận Tân Bình,Hồ Chí Minh
148,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"18 Hậu Giang, P.2, Q.6",10.74966,106.64862,Quận 6,Hồ Chí Minh
149,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"772 Điện Biên Phủ, P.22, Q.Bình Thạnh",10.79777,106.72018,Quận Bình Thạnh,Hồ Chí Minh
150,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"357 Lê Văn Sỹ, P.1, Q.Tân Bình",10.79678,106.66493,Quận Tân Bình,Hồ Chí Minh
151,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"50 Lê Văn Việt, P.Hiệp Phú, Q.9",10.84742,106.77626,Quận 9,Hồ Chí Minh
152,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"242 Nguyễn Văn Lượng, P.10, Q.Gò Vấp",10.83862,106.67187,Quận Gò Vấp,Hồ Chí Minh
153,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"969 Lũy Bán Bích, P.Tân Thành, Q.Tân Phú",10.79234,106.63768,Quận Tân Phú,Hồ Chí Minh
154,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"319B3 Lý Thường Kiệt, P.15, Q.11",10.75859,106.66148,Quận 11,Hồ Chí Minh
155,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"60A Lý Thường Kiệt, P.Trần Hưng Đạo, Q.Hoàn Kiếm",21.02494,105.84489,Quận Hoàn Kiếm,Hà Nội
156,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"26B Nguyễn Chánh, P.Lộc Thọ, TP. Nha Trang",12.2454311,109.1924006,Phường Lộc Thọ,Nha Trang
157,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"33 Nguyễn Văn Linh, P.Hải Châu 1, Q.Hải Châu",16.0604363,108.2148631,Quận Hải Châu,Đà Nẵng
158,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"424A Nguyễn Thị Minh Khai, P.5, Q.3",10.77005,106.68613,Quận 3,Hồ Chí Minh
159,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"130 Ông Ích Khiêm, P5, Q.11",10.7663,106.64383,Quận 11,Hồ Chí Minh
160,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"561A Điện Biên Phủ, P.25, Q. Bình Thạnh",10.79964,106.71835,Quận Bình Thạnh,Hồ Chí Minh
161,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"177 Phan Xích Long, P.7, Q. Phú Nhuận",10.79807,106.68906,Quận Phú Nhuận,Hồ Chí Minh
162,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"5 Nguyễn Đức Cảnh, P.Tân Phong, Q.7",10.7259003,106.708655,Quận 7,Hồ Chí Minh
163,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"82 Quang Trung, P.10, Q.Gò Vấp",10.8275,106.67692,Quận Gò Vấp,Hồ Chí Minh
164,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"26A Trần Quốc Tuấn, P.4, TP. Bến Tre",10.2391899,106.3767643,Phường 2,Bến Tre
165,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"242 Kha Vạn Cân, P.Hiệp Bình Chánh, Q.Thủ Đức",10.82939,106.72239,Quận Thủ Đức,Hồ Chí Minh
166,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"51 Thảo Điền, P.Thảo Điền, Q.2",10.80612,106.73536,Quận 2,Hồ Chí Minh
167,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"181 Trần Hưng Đạo, P.10, Q.5",10.75237,106.66545,Quận 5,Hồ Chí Minh
168,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"485 Trần Hưng Đạo, P.An Hải Tây, Q.Sơn Trà",16.06323,108.23011,Quận Sơn Trà,Đà Nẵng
169,CÔNG TY CỔ PHẦN THỰC PHẨM BLUE STAR,"424A Nguyễn Thị Minh Khai, Phường 5, Quận 3, Tp.HCM",Baskin Robbins,fast food,"1 Trương Định, P.Bến Thành, Q.1",10.77129,106.69666,Quận 1,Hồ Chí Minh
170,BBQ CHICKEN,"107 Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội, VIỆT NAM",BBQ Chicken,restaurant,"107 Giảng Võ, P.Cát Linh, Q.Đống Đa",21.02804,105.82561,Quận Đống Đa,Hà Nội
171,CÔNG TY TNHH BÁN LẺ SAKUKO VIỆT NAM,"Tầng 4, Tòa nhà Trung Yên Plaza Lô Đất O17, Khu đô thị Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Beard,fast food,"76 Nguyễn Du, P.Bùi Thị Xuân, Q.Hai Bà Trưng",21.01868,105.8495,Quận Hai Bà Trưng,Hà Nội
172,CÔNG TY TNHH BÁN LẺ SAKUKO VIỆT NAM,"Tầng 4, Tòa nhà Trung Yên Plaza Lô Đất O17, Khu đô thị Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Beard,fast food,"168 Nguyễn Lương Bằng, P.Trung Liệt, Q.Đống Đa",21.01498,105.82688,Quận Đống Đa,Hà Nội
173,CÔNG TY TNHH BÁN LẺ SAKUKO VIỆT NAM,"Tầng 4, Tòa nhà Trung Yên Plaza Lô Đất O17, Khu đô thị Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Beard,fast food,"27 Cổ Linh, Long Biên",21.026379,105.8982468,Quận Long Biên,Hà Nội
174,CÔNG TY TNHH BÁN LẺ SAKUKO VIỆT NAM,"Tầng 4, Tòa nhà Trung Yên Plaza Lô Đất O17, Khu đô thị Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Beard,fast food,"209 Đội Cấn, P.Ngọc Hà, Q.Ba Đình",21.0366302,105.831125,Quận Ba Đình,Hà Nội
175,CÔNG TY TNHH BÁN LẺ SAKUKO VIỆT NAM,"Tầng 4, Tòa nhà Trung Yên Plaza Lô Đất O17, Khu đô thị Trung Yên, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, VIỆT NAM",Beard,fast food,"171 Hàng Bông, P.Đồng Xuân, Q.Hoàn Kiếm",21.02914,105.84497,Quận Hoàn Kiếm,Hà Nội
